frame	time	centroid_l	centroid_r	spread_l	spread_r	flux_l	flux_r	flatness_l	flatness_r	rolloff_l	rolloff_r	rms_l	rms_r	peak_l	peak_r
1929	80.309388	2453.32	3109.51	4171.16	4317.82	0.0260398	0.0218668	0.206309	0.285701	6093.9	6632.23	-21.507192	-27.422244	-13.956784	-19.026383
1930	80.35102	2159.51	2080.88	3896.57	3708.17	0.0098353	0.0107366	0.153811	0.153154	5577.1	4500.44	-22.211798	-23.646098	-14.349985	-15.497662
1931	80.392653	3357.78	2739.36	4764.76	4388.72	0.0152433	0.0148025	0.240067	0.214922	9259.28	7859.62	-21.636003	-22.608650	-12.957869	-14.888003
1932	80.434286	2805.31	2242.73	4069.67	4027.42	0.0165127	0.0132048	0.228914	0.19391	5211.04	5900.1	-24.001130	-24.327421	-16.129795	-16.434012
1933	80.475918	1804.37	2546.27	3487.89	4061.22	0.018973	0.0163883	0.152465	0.227032	2347.12	5986.23	-21.465861	-22.322854	-11.355192	-13.736569
1934	80.517551	3028.32	2702.48	4692.27	4095.44	0.0184067	0.00977169	0.255674	0.239294	9022.41	5835.5	-22.960961	-23.067804	-13.285491	-14.097261
1935	80.559184	2564.2	2610.41	4045.66	4189.49	0.0150025	0.0149807	0.243125	0.233759	5577.1	6266.16	-22.390988	-21.489866	-13.721045	-12.045617
1936	80.600816	3038.79	2397.13	4385.98	3995.57	0.0133316	0.00990202	0.268907	0.191273	7536.62	5964.7	-24.062342	-21.516370	-14.363892	-13.503608
1937	80.642449	3404.9	1932.4	4666.99	3812.68	0.0135132	0.0250521	0.274818	0.154408	8677.88	3639.11	-22.158916	-24.253312	-14.229137	-15.423802
1938	80.684082	2647.86	2559.47	4057.01	4345.72	0.0170995	0.0168373	0.23306	0.215769	5770.9	7278.22	-22.055375	-23.576207	-13.992273	-15.059979
1939	80.725714	3225.96	2997.73	4693.23	4428.76	0.0193719	0.0155567	0.233485	0.224129	8936.28	8462.55	-18.891715	-22.644950	-11.858315	-13.453182
1940	80.767347	2007.74	2813.84	3853	4321.82	0.016096	0.016819	0.149186	0.248112	4974.17	7235.16	-16.440475	-21.623185	-10.346491	-13.323048
1941	80.80898	2104.28	2488.63	3995.95	3992.36	0.0194629	0.0110815	0.154088	0.213989	5857.03	5534.03	-16.311276	-23.925226	-7.535959	-13.538712
1942	80.850612	2152.39	2185.69	3912.76	3935.07	0.0174265	0.0150315	0.163192	0.172579	4995.7	5103.37	-16.476446	-24.132572	-8.511216	-16.269311
1943	80.892245	2056.94	2110.32	3872.7	3810	0.0190848	0.0140388	0.132582	0.152019	5469.43	4758.84	-16.736287	-24.573660	-9.440515	-16.086771
1944	80.933878	2472.96	2195.06	3991.09	3829.58	0.020738	0.0202287	0.218772	0.148294	4995.7	5189.5	-16.660194	-23.319065	-9.845813	-14.519733
1945	80.97551	2366.49	2410.64	4162.53	4141.4	0.02771	0.0102439	0.175832	0.160416	6847.56	6847.56	-17.080464	-22.139304	-11.340144	-12.486695
1946	81.017143	1538.27	2391.29	3332.68	3968.04	0.0162909	0.0208092	0.114228	0.158502	1851.86	5189.5	-17.780661	-23.290781	-10.687000	-15.561281
1947	81.058776	1605.83	2325.82	3420.17	3825.58	0.0116815	0.022879	0.118446	0.18684	2131.79	5038.77	-16.120906	-20.196015	-9.214495	-12.024751
1948	81.100408	2768.98	1868.34	4436.26	3747.57	0.0163558	0.0300022	0.195975	0.14936	8031.88	3316.11	-15.433265	-24.645412	-8.520303	-15.324155
1949	81.142041	1760.53	2347.7	3580.94	4059.28	0.0224786	0.0305268	0.116839	0.165108	2885.45	6158.5	-17.455144	-20.558115	-8.913737	-13.068041
1950	81.183673	1828.45	2288.26	3568.31	3926.09	0.022311	0.0229254	0.154518	0.187609	3316.11	4866.5	-17.872121	-21.635436	-9.798212	-12.576416
1951	81.225306	1800.58	1893.64	3447.25	3727.66	0.0156785	0.00922944	0.138745	0.145726	3531.45	3337.65	-20.088790	-22.793987	-10.934802	-13.908683
1952	81.266939	3024.63	2234.79	4609.25	3953.69	0.0232937	0.0175597	0.196718	0.158557	8656.35	5490.97	-22.777840	-21.071989	-13.455787	-12.540867
1953	81.308571	3680.68	2450.93	4936.18	4158.66	0.0171643	0.0117689	0.223767	0.169467	10077.5	6890.62	-23.211913	-21.801163	-11.802533	-14.596131
1954	81.350204	3207.67	2475.1	4189.29	4251.41	0.0181636	0.0259462	0.280459	0.200648	5986.23	6890.62	-22.778183	-23.134071	-13.375884	-10.937664
1955	81.391837	1769.1	2868.37	3401.27	4421.91	0.011725	0.0196807	0.14922	0.23392	2627.05	7644.29	-23.811189	-21.551622	-15.499850	-12.989949
1956	81.433469	1797.43	2605.9	3364.01	4093.9	0.0131804	0.0120674	0.13803	0.228155	2799.32	5835.5	-22.903516	-21.290413	-13.736446	-14.408167
1957	81.475102	1977.07	2157.79	3657.17	3961.21	0.0155735	0.0199275	0.159441	0.165344	3703.71	5620.17	-21.265312	-21.180690	-14.283865	-9.816940
1958	81.516735	1788	2650.66	3539.25	3957.79	0.0144597	0.0168842	0.1215	0.234004	3079.25	5060.3	-21.739185	-23.387192	-14.464648	-15.565739
1959	81.558367	1773.14	2086.24	3470.52	3847.06	0.0228153	0.0242443	0.121163	0.146272	2583.98	4866.5	-18.531418	-21.738092	-11.388767	-14.070171
1960	81.6	1917.93	1999.4	3712.08	3785.55	0.018159	0.0213127	0.167557	0.155087	3660.64	4457.37	-20.199753	-22.829044	-12.358220	-16.730586
1961	81.641633	2203.03	2310.38	3774.26	4114.28	0.019095	0.0199737	0.199984	0.171363	4069.78	6416.89	-20.544947	-22.226641	-12.062953	-11.503610
1962	81.683265	2686.69	3154.73	4328.56	4262.64	0.0152031	0.0164475	0.252731	0.279508	6093.9	6244.63	-18.950661	-21.277192	-11.768266	-13.305533
1963	81.724898	1930.23	1803.86	3663.01	3524.01	0.0178229	0.0169206	0.149082	0.14064	3294.58	2648.58	-20.169352	-22.372848	-11.156459	-13.469002
1964	81.766531	1823.73	1884.91	3590.86	3557.36	0.0167788	0.0106265	0.136391	0.144094	3229.98	3208.45	-22.415715	-22.533604	-14.629124	-14.213874
1965	81.808163	2862.8	2478.75	4301	4105.48	0.0209151	0.0139657	0.23705	0.196589	7105.96	6287.7	-19.201939	-23.320075	-11.524431	-12.327271
1966	81.849796	1815.63	2015.75	3589.37	3733.76	0.0231073	0.0130764	0.132545	0.149185	3057.71	4134.38	-22.581293	-22.656867	-13.704609	-14.473587
1967	81.891429	2164.77	2268.02	3932.96	3981.75	0.018218	0.0115772	0.161161	0.161974	5275.63	5792.43	-19.793189	-21.308128	-11.852136	-14.027422
1968	81.933061	2528.67	2509.61	4013.75	4306.93	0.0225275	0.00958191	0.225885	0.217872	4952.64	6955.22	-19.878888	-22.221616	-12.231815	-13.907750
1969	81.974694	2885.73	2664.29	4468.67	4181.1	0.0158834	0.0141824	0.222001	0.216088	7924.22	6180.03	-19.421557	-22.436010	-11.388456	-14.325598
1970	82.016327	3030.38	2561.42	4624.96	4219.12	0.0218601	0.00910914	0.220699	0.194544	8893.21	7192.09	-21.037102	-21.866336	-12.868011	-12.308426
1971	82.057959	3152.24	3359.72	4525.83	4408.08	0.0109465	0.0122876	0.281823	0.312548	8074.95	6782.96	-21.236065	-23.063355	-13.656855	-15.497980
1972	82.099592	2283.81	2033.22	4006.25	3755.99	0.020001	0.013191	0.172553	0.16211	6180.03	4500.44	-21.979769	-26.086581	-13.878149	-17.257958
1973	82.141224	2642.64	2806.99	4328.11	4323.62	0.0240485	0.0153698	0.181617	0.204334	7687.35	7665.82	-21.704535	-24.329165	-13.061456	-16.275271
1974	82.182857	2652.9	2802.24	4294.24	4364.4	0.0153222	0.00938441	0.167901	0.188706	7902.69	8074.95	-24.316476	-21.755842	-11.929667	-12.565261
1975	82.22449	3208.68	2729.5	4397.08	4306.76	0.0221104	0.0196964	0.291375	0.244645	7364.36	6955.22	-23.517925	-22.703219	-15.208820	-13.918736
1976	82.266122	2584.26	2404.57	4057.02	3988.24	0.0134287	0.0198632	0.22877	0.206281	5921.63	5447.9	-22.745500	-23.282750	-15.116334	-15.952958
1977	82.307755	3090.84	2245.32	4509.91	3986.12	0.00907977	0.0193265	0.220887	0.165625	8764.01	5684.77	-22.454562	-26.457423	-12.625301	-11.414044
1978	82.349388	2092.27	3336.4	3740.69	4502.2	0.0114774	0.0190494	0.175649	0.306022	4285.11	8139.55	-21.624331	-23.164247	-12.951032	-15.679755
1979	82.39102	2027.82	2625.36	3840.66	4090.19	0.0117891	0.0139546	0.163141	0.238222	4500.44	5512.5	-24.498271	-23.179576	-15.491592	-16.475934
1980	82.432653	2349.24	2204.2	3991.34	3937.28	0.0168431	0.00963216	0.173972	0.164659	5921.63	5361.77	-23.499914	-24.563919	-14.858752	-15.616592
1981	82.474286	3576.59	3243.06	4788.37	4375.66	0.00965379	0.0160371	0.223028	0.294147	9517.68	6481.49	-21.562113	-22.342551	-12.608975	-14.906645
1982	82.515918	2913	2053.29	4134.25	3910.57	0.0308437	0.0166807	0.2573	0.193825	5921.63	4414.31	-22.855235	-21.852810	-14.869352	-14.047209
1983	82.557551	1921.69	1883.31	3547.37	3673.1	0.0213419	0.0142366	0.144401	0.144831	3402.25	3509.91	-19.658559	-23.269108	-12.892253	-16.351746
1984	82.599184	2403.46	2174.27	3988.91	3997.19	0.0144689	0.0100591	0.185619	0.170342	5706.3	5512.5	-20.971454	-21.257772	-13.727184	-13.715905
1985	82.640816	2221.26	2397.95	3862.9	4088.49	0.0121077	0.00767031	0.180538	0.186836	4780.37	6201.56	-19.009689	-19.427700	-11.963815	-12.251654
1986	82.682449	2006.16	2136.83	3786.32	3889.48	0.0134805	0.0155777	0.142438	0.162097	4328.17	5404.83	-18.772970	-18.170774	-12.310980	-10.797084
1987	82.724082	2533.01	1845.45	3957.06	3580.99	0.0154403	0.0248318	0.23816	0.151494	5211.04	3423.78	-18.858915	-15.889605	-11.226948	-8.253871
1988	82.765714	2785.68	1680.83	4368.36	3434.92	0.014596	0.0254965	0.245991	0.129419	7579.69	3036.18	-19.275595	-17.538922	-11.030808	-10.629268
1989	82.807347	1617.47	1729.18	3463.09	3547.33	0.0123221	0.0226948	0.123419	0.126443	2131.79	3057.71	-22.092569	-18.867640	-14.054890	-10.491168
1990	82.84898	3349.09	1998.79	4656.26	3793.09	0.0295709	0.0142651	0.268602	0.166939	8957.81	4220.51	-21.583012	-20.562474	-13.219106	-12.768449
1991	82.890612	1746.09	1940.35	3474.35	3747.7	0.0264219	0.0192847	0.141029	0.147765	2885.45	3919.04	-24.340120	-21.947570	-16.259088	-14.053936
1992	82.932245	2235.14	2421.72	3996.4	4054.23	0.0176244	0.0116355	0.190412	0.214692	5232.57	5512.5	-26.966263	-20.123631	-18.278711	-11.234878
1993	82.973878	2401.65	2032.36	4039.1	3695.01	0.0174147	0.0184753	0.206122	0.175597	5770.9	3832.91	-22.842405	-24.084426	-13.548961	-13.885525
1994	83.01551	2591.41	2220.22	4079.89	3912.58	0.0155451	0.0268619	0.207388	0.179026	5921.63	4952.64	-23.123229	-21.484065	-14.255773	-12.557755
1995	83.057143	2580.23	2058.38	4023.47	3848.99	0.00963931	0.0148518	0.210197	0.175901	5727.83	4500.44	-24.134170	-19.783509	-15.717327	-12.038285
1996	83.098776	2240.95	2245.55	3932.06	3796.12	0.0142861	0.0202661	0.197138	0.200515	4823.44	4543.51	-22.198830	-22.464010	-14.036986	-14.685748
1997	83.140408	2244.54	1729.47	3942.47	3522.97	0.0164791	0.0226304	0.15114	0.118338	5749.37	2583.98	-25.107375	-22.106118	-17.590429	-14.342376
1998	83.182041	2815.82	1950.67	4375.81	3769.48	0.016084	0.00927102	0.194208	0.136029	7945.75	4349.71	-23.675332	-21.425402	-14.748148	-13.236860
1999	83.223673	2616.87	1970.14	4247.42	3814.82	0.0152191	0.0135941	0.181432	0.143466	7536.62	4435.84	-22.543895	-22.568223	-12.607205	-13.113319
2000	83.265306	3595.5	2930.14	4836	4218.23	0.0150385	0.0176446	0.287031	0.267972	9431.54	6093.9	-20.659159	-23.646389	-10.764544	-15.637694
2001	83.306939	2618.35	2035.05	3925.31	3753.23	0.0153852	0.0203734	0.226476	0.173695	5124.9	3725.24	-20.557301	-24.159224	-12.332947	-14.471493
2002	83.348571	1846.51	1821.44	3561.2	3543.03	0.0164017	0.0131832	0.16178	0.15136	3100.78	2734.72	-20.463607	-23.045118	-13.533224	-14.510120
2003	83.390204	1943.24	1777.75	3607.14	3588.13	0.0122568	0.0160019	0.151278	0.142257	3273.05	2885.45	-19.899827	-23.421739	-12.339491	-14.606031
2004	83.431837	3577.25	2511.41	4823.97	3911.41	0.01107	0.009622	0.214979	0.224871	9345.41	5038.77	-17.112201	-23.931680	-8.806360	-15.894067
2005	83.473469	2768.33	2385.26	4456.69	4080.47	0.0454492	0.0170063	0.146101	0.164777	8333.35	6481.49	-16.755631	-22.346932	-9.942063	-14.400796
2006	83.515102	1464.26	2012.82	3178.9	3746.07	0.0253827	0.0184463	0.100488	0.147443	1722.66	4242.04	-18.259899	-23.925958	-11.568198	-15.598042
2007	83.556735	2042.38	2411.9	3769.01	3942.68	0.0216555	0.0120994	0.164033	0.192478	4565.04	5340.23	-17.525959	-22.256135	-10.771392	-12.901674
2008	83.598367	1713.08	2333.67	3488.46	3949	0.0378147	0.0145595	0.148614	0.211525	2390.19	4844.97	-18.403024	-23.775859	-10.720323	-14.964328
2009	83.64	2182.45	2329.96	3781.65	4080.3	0.0326562	0.0123607	0.166631	0.193172	5017.24	5986.23	-18.296570	-22.372061	-10.164102	-13.323304
2010	83.681633	2373.42	2346.33	4001.71	4137.9	0.0344782	0.00984194	0.206611	0.205802	5835.5	6223.1	-17.256328	-21.439474	-9.735558	-13.837394
2011	83.723265	1993.76	2198.93	3823.82	3820.36	0.040015	0.0180779	0.147261	0.171023	5146.44	4758.84	-20.078532	-23.425265	-12.613832	-14.631371
2012	83.764898	1474.7	2218.92	3113.02	3843.07	0.0442894	0.0202873	0.10075	0.15549	1808.79	4931.1	-19.902324	-20.347211	-12.065959	-13.146219
2013	83.806531	2853.2	2415.66	4472.95	3962.41	0.0118134	0.0172637	0.186122	0.18753	8333.35	5447.9	-19.507198	-22.854718	-10.531653	-15.924197
2014	83.848163	2808.66	2387.65	4400.29	4188.62	0.021495	0.012185	0.19981	0.176771	7730.42	6739.89	-20.068876	-23.579256	-11.834664	-13.753704
2015	83.889796	2143.25	3007.54	3784.53	4447.82	0.0150729	0.0111894	0.196472	0.24773	4220.51	8484.08	-19.308923	-24.921715	-10.314309	-16.120613
2016	83.931429	2645.82	3084.76	4152.27	4462.05	0.0164417	0.0171955	0.224622	0.283619	6567.63	7601.22	-19.446836	-22.635479	-10.095388	-14.085162
2017	83.973061	2856.33	2746.47	4397.79	4260.89	0.0130431	0.0141295	0.235872	0.246944	7859.62	6546.09	-22.405359	-23.083816	-15.333730	-14.943123
2018	84.014694	2216.53	2238.25	3903.03	3942.86	0.0257357	0.0116097	0.1675	0.150002	5340.23	5663.23	-18.564037	-22.952360	-10.506662	-14.023182
2019	84.056327	1989.27	2156.78	3804.16	3933.38	0.027936	0.0106815	0.134332	0.149224	4801.9	5383.3	-21.327356	-21.619182	-12.362757	-13.190557
2020	84.097959	2461.65	2698.79	4117.76	4289.82	0.0335657	0.01587	0.198607	0.233637	6524.56	6696.83	-21.058741	-24.448976	-10.277692	-14.561944
2021	84.139592	2992.85	2861	4595.18	4208.14	0.015115	0.0127648	0.233975	0.249328	8548.68	6136.96	-20.950828	-22.054059	-12.585739	-13.837149
2022	84.181224	3136.81	2480.67	4366.27	3954.17	0.0167832	0.0170093	0.291837	0.227499	6438.43	4909.57	-20.116443	-22.139175	-11.312578	-15.347442
2023	84.222857	2480.44	2039.86	4148.54	3850.93	0.0143125	0.0173637	0.214615	0.163441	6352.29	4478.91	-21.856125	-23.904596	-14.239608	-14.630814
2024	84.26449	2454.15	2301.6	4023.76	4030.66	0.0240592	0.0206568	0.181413	0.177945	5684.77	5943.16	-26.169752	-21.386243	-17.776235	-15.050536
2025	84.306122	3292.42	2130.24	4582.22	3893.17	0.0228731	0.0203567	0.234178	0.147648	8871.68	5469.43	-22.117908	-25.339440	-13.328328	-14.930594
2026	84.347755	2553.35	2889.97	4193.33	4365.69	0.0166934	0.0258516	0.171416	0.195027	7084.42	8204.15	-23.587949	-20.320383	-15.807259	-11.789924
2027	84.389388	3000.62	2475.86	4495.48	4071.05	0.017529	0.0283683	0.207502	0.17801	8376.42	6029.3	-21.201945	-19.905738	-13.330347	-11.360109
2028	84.43102	2343.93	1963.84	3997.52	3739.11	0.00957074	0.0218851	0.180543	0.154904	5921.63	4005.18	-19.286216	-19.935298	-9.272315	-12.851823
2029	84.472653	2434.17	2428.37	3967.91	3983.17	0.0218285	0.0104509	0.205768	0.206787	4995.7	4974.17	-22.517430	-21.628915	-14.936651	-14.743008
2030	84.514286	3340.27	2729.89	4506.48	4462.87	0.0275371	0.0218741	0.316975	0.249404	8161.08	7407.42	-16.539095	-21.836228	-8.949777	-15.388817
2031	84.555918	1302.25	2454.8	2947.74	4160.23	0.0405237	0.0112863	0.0935427	0.18507	1485.79	6826.03	-19.171690	-22.361187	-11.087181	-15.038039
2032	84.597551	1670.55	2700.49	3398.36	4315.69	0.0246658	0.0126581	0.120875	0.191624	2411.72	7838.09	-18.403730	-20.902996	-11.290969	-12.739526
2033	84.639184	1620.88	2847.15	3391.32	4254.52	0.0155203	0.0112606	0.139822	0.255048	2239.45	6459.96	-18.018670	-20.134700	-10.590758	-12.616396
2034	84.680816	2250.36	1995.78	4030.23	3714.62	0.0202677	0.0128486	0.152067	0.147537	6244.63	4069.78	-21.866760	-21.919037	-13.247052	-13.084276
2035	84.722449	2408.55	2472.22	3880.86	3945.35	0.0338899	0.0177104	0.217233	0.219292	4737.3	4888.04	-20.394552	-21.037880	-12.486342	-11.580998
2036	84.764082	3090.67	1733.93	4431.31	3556.49	0.0144019	0.00857044	0.289198	0.136876	7536.62	2583.98	-22.803355	-23.771076	-14.827712	-15.868901
2037	84.805714	2520.53	2294.31	4129.07	4019.9	0.0134805	0.0136597	0.164796	0.149437	6955.22	6373.83	-22.157999	-23.450326	-13.057177	-16.227150
2038	84.847347	1928.74	2067.05	3621.02	3773.01	0.0150045	0.0114043	0.121562	0.131705	3596.04	4629.64	-22.411985	-23.735698	-14.130909	-14.851489
2039	84.88898	2534.34	2454.88	4064.03	4040.58	0.00846505	0.00828068	0.197543	0.201919	5404.83	5813.96	-21.026757	-24.425335	-11.909853	-15.743777
2040	84.930612	2515.85	2685.55	4049.86	4098.15	0.0204782	0.0112176	0.200104	0.215562	6093.9	6158.5	-20.568185	-21.085706	-12.054968	-12.258898
2041	84.972245	2498.07	2295.1	4239.83	3983.43	0.0186498	0.016643	0.182522	0.170697	7062.89	5727.83	-20.768742	-21.642062	-11.359937	-13.960315
2042	85.013878	2733.19	1942.9	4347.12	3773.26	0.0119934	0.0144351	0.198984	0.146654	7601.22	3983.64	-19.439816	-20.251654	-11.121200	-12.764964
2043	85.05551	1917.15	1844.22	3694.99	3660.34	0.01785	0.0115488	0.13347	0.130625	4198.97	3639.11	-17.515568	-19.047971	-9.431873	-11.312436
2044	85.097143	1459.72	2197.24	3211.06	3984.95	0.0240261	0.0206193	0.092461	0.140944	1765.72	5835.5	-16.751015	-19.379998	-8.142971	-11.530064
2045	85.138776	3158.83	2655.07	4655.06	4413.05	0.0258259	0.00737751	0.247949	0.21753	8785.55	7945.75	-16.377527	-19.547675	-8.861165	-12.196507
2046	85.180408	2488.66	2815.2	3915.56	4242.76	0.0134691	0.027579	0.223938	0.257312	4780.37	5921.63	-15.574104	-19.823348	-8.192796	-12.720078
2047	85.222041	1648.62	2087.12	3446.36	3724.78	0.0480051	0.0149855	0.14111	0.179648	2540.92	4220.51	-19.083158	-23.023043	-9.484267	-13.358306
2048	85.263673	2054.24	2096.76	3782.93	3808.75	0.0559384	0.026132	0.152465	0.161513	4478.91	4457.37	-16.699608	-22.160201	-8.081567	-14.381068
2049	85.305306	2257.97	1960.31	4040.67	3727.92	0.0184413	0.0110133	0.160283	0.139632	6158.5	4134.38	-15.194979	-21.633843	-7.509489	-14.857689
2050	85.346939	1260.58	1878.3	2998.51	3688.18	0.0408668	0.0123655	0.0805116	0.118425	1184.33	3875.98	-18.324331	-22.489372	-11.357340	-15.027560
2051	85.388571	2512.63	1981.19	4229.02	3801.67	0.0437404	0.0109297	0.158826	0.125182	7170.56	4457.37	-18.261051	-27.048042	-8.115152	-17.334030
2052	85.430204	1952.39	3079.53	3708.3	4221.93	0.021645	0.0233606	0.167225	0.267641	3746.78	5900.1	-20.664065	-25.226470	-12.243567	-15.587148
2053	85.471837	2621.54	2740.04	3989.3	4177.64	0.0208779	0.0123424	0.232424	0.241828	4888.04	6201.56	-19.329539	-22.963682	-10.415696	-13.310266
2054	85.513469	1843.16	2742.04	3463.15	4315.06	0.0197766	0.0126124	0.165659	0.242156	3186.91	7213.62	-18.950547	-20.522543	-9.694040	-11.731799
2055	85.555102	1493.94	2189.83	3195.13	3807.08	0.0216907	0.0219648	0.119103	0.179046	1894.92	4758.84	-19.315841	-22.005372	-11.367633	-13.810379
2056	85.596735	1494.62	2021.32	3224.53	3772	0.016491	0.0193189	0.105615	0.144997	1765.72	4263.57	-20.820632	-20.508726	-12.744093	-11.239547
2057	85.638367	1772.04	1960.21	3551.99	3786.76	0.0191869	0.0243006	0.130645	0.139823	2863.92	4500.44	-20.475531	-22.268190	-12.042475	-13.502877
2058	85.68	2279.71	2271.81	3806.93	4054.18	0.0131606	0.01765	0.207931	0.196794	4435.84	5813.96	-19.749923	-21.292834	-11.272243	-13.339405
2059	85.721633	1793.29	2675.26	3530.17	4188.66	0.0151985	0.0139406	0.153512	0.229088	2842.38	6050.83	-20.404223	-21.457610	-12.941108	-12.944052
2060	85.763265	1703.53	2326.96	3431.02	4001.27	0.0210013	0.0201951	0.134876	0.198568	2196.39	5555.57	-23.106124	-19.723405	-14.185552	-12.280719
2061	85.804898	3106.41	2151.95	4240.03	3777.12	0.0221552	0.0161457	0.278517	0.184393	6093.9	4026.71	-20.570929	-17.876486	-12.683904	-9.242611
2062	85.846531	1936.2	1677.01	3552.19	3444.82	0.0145337	0.0145734	0.162823	0.126713	3079.25	2282.52	-20.214417	-17.354462	-12.152419	-10.865920
2063	85.888163	1418.3	1566.43	3087.09	3411.53	0.028672	0.0398472	0.091477	0.101655	1787.26	2067.19	-23.145655	-21.395386	-15.274772	-13.609922
2064	85.929796	2374.51	2396.65	4090.64	4075.68	0.0264648	0.0402794	0.181214	0.179541	6373.83	6180.03	-18.422656	-21.211813	-11.197369	-11.231930
2065	85.971429	1807.52	3036.48	3679.86	4287.02	0.0237292	0.016263	0.164635	0.282924	2713.18	6546.09	-23.334071	-23.190797	-14.877120	-14.512107
2066	86.013061	1916.52	2161.73	3681.51	3777.93	0.0182369	0.0141284	0.156154	0.178694	3380.71	4392.77	-23.934098	-25.507436	-14.344174	-15.715935
2067	86.054694	2569.07	2968.31	4157.08	4448.22	0.0216332	0.0256802	0.194009	0.221629	6869.09	8397.95	-20.244551	-22.508882	-10.482001	-15.384445
2068	86.096327	2385.39	2384.74	3889.68	4164.27	0.0278052	0.0279821	0.168161	0.183341	5146.44	6352.29	-23.693019	-27.419033	-14.965862	-19.641278
2069	86.137959	3173.84	3534.48	4577.41	4843	0.0253713	0.0226126	0.227734	0.252089	8354.88	9776.07	-18.502782	-21.278463	-11.950383	-12.645496
2070	86.179592	1628.45	3157.32	3467.13	4664.08	0.0243107	0.0137237	0.136519	0.25799	2067.19	8936.28	-18.211878	-20.132412	-11.271426	-10.230024
2071	86.221224	2415.24	2891.54	4321.47	4199.82	0.0209372	0.0300597	0.212031	0.258763	7019.82	5964.7	-20.498539	-22.123324	-12.326532	-12.547065
2072	86.262857	2492.11	2026.67	4149.34	3691.84	0.0221036	0.0306727	0.205955	0.173438	6632.23	3552.98	-18.610898	-21.733506	-9.773525	-13.261175
2073	86.30449	2141.6	1896.44	3955.91	3589.88	0.0176399	0.0154046	0.16489	0.151815	5534.03	3273.05	-19.923229	-21.540201	-11.696985	-12.713507
2074	86.346122	2369.68	2057.89	3812.13	3763.23	0.0214157	0.0248353	0.210859	0.170456	4328.17	4306.64	-20.031347	-19.976244	-10.266638	-11.022769
2075	86.387755	2328.38	1674.72	4095.63	3489.3	0.0132101	0.0298925	0.167146	0.120307	6761.43	2390.19	-20.100652	-20.022259	-11.828735	-12.372586
2076	86.429388	2756.24	1917.78	4377.4	3715.47	0.0195724	0.022278	0.167224	0.13058	8053.42	4069.78	-22.414128	-18.869169	-14.737147	-11.011616
